0,0.028796373,0.057173481,0.085117151,0.11261475,0.139655211,0.16622904,0.192328306,0.217946615,0.243079069,0.267722219,0.291873994,0.315533638,0.338701625,0.361379578,0.383570181,0.405277091,0.426504848,0.447258785,0.467544941,0.487369983,0.506741116,0.525666015,0.544152747,0.562209706,0.579845555,0.597069159,0.61388954,0.630315827,0.646357213,0.662022913,0.677322139,0.692264057,0.706857768,0.721112282,0.735036502,0.748639197,0.761928996,0.774914379,0.787603651,0.800004952,0.812126237,0.823975277,0.835559663,0.846886782,0.857963844,0.868797853,0.879395635,0.889763815,0.899908839
0,0.02823387,0.056057067,0.083456075,0.110418855,0.136934876,0.162995111,0.188592031,0.213719579,0.23837313,0.262549441,0.28624659,0.309463908,0.332201907,0.354462193,0.37624739,0.39756105,0.418407574,0.438792121,0.458720531,0.478199242,0.497235214,0.515835856,0.534008959,0.55176263,0.569105233,0.586045335,0.602591654,0.618753015,0.634538307,0.649956445,0.665016339,0.679726866,0.694096838,0.708134985,0.721849935,0.735250193,0.74834413,0.761139967,0.773645776,0.785869458,0.797818743,0.809501185,0.82092416,0.832094861,0.843020297,0.853707291,0.864162489,0.874392345,0.884403142
0,0.027397249,0.054396574,0.080985393,0.107152524,0.132888194,0.158184049,0.183033136,0.207429877,0.231370037,0.25485067,0.277870066,0.300427686,0.322524089,0.344160864,0.365340547,0.386066545,0.406343058,0.426174998,0.445567917,0.464527929,0.483061639,0.501176077,0.518878639,0.536177014,0.553079143,0.569593157,0.585727337,0.601490068,0.616889798,0.631935006,0.646634173,0.660995747,0.675028125,0.688739628,0.702138481,0.715232805,0.728030589,0.740539693,0.752767829,0.764722557,0.776411273,0.787841215,0.799019447,0.80995287,0.820648203,0.831111997,0.841350635,0.851370317,0.861177082
0,0.025041212,0.049720537,0.074027799,0.097953993,0.121491291,0.144633044,0.167373757,0.189709074,0.21163574,0.233151556,0.254255341,0.274946869,0.295226819,0.315096712,0.334558849,0.353616247,0.372272579,0.390532109,0.40839963,0.425880404,0.44298011,0.459704785,0.476060768,0.492054666,0.507693291,0.522983629,0.537932802,0.552548025,0.566836581,0.580805785,0.594462966,0.607815434,0.620870466,0.633635285,0.646117045,0.658322816,0.670259565,0.68193416,0.693353348,0.704523757,0.715451881,0.726144082,0.736606582,0.746845469,0.756866679,0.766676012,0.776279114,0.785681497,0.794888523
0,0.024496068,0.048638717,0.072418273,0.095826186,0.118855034,0.141498518,0.163751445,0.185609708,0.207070248,0.228131019,0.248790939,0.269049842,0.288908424,0.308368181,0.327431358,0.34610088,0.364380301,0.38227374,0.399785819,0.416921616,0.4336866,0.450086591,0.4661277,0.481816288,0.497158922,0.51216234,0.526833402,0.541179069,0.555206365,0.568922349,0.582334094,0.59544866,0.608273073,0.620814317,0.633079301,0.645074862,0.656807745,0.66828459,0.679511932,0.690496187,0.701243649,0.711760483,0.722052722,0.732126267,0.74198688,0.751640188,0.761091678,0.7703467,0.779410462
0,0.023172154,0.046011954,0.068510855,0.090661318,0.112456816,0.133891825,0.154961808,0.175663192,0.195993342,0.215950519,0.235533846,0.254743258,0.273579456,0.292043857,0.310138543,0.327866206,0.345230097,0.362233975,0.378882054,0.395178953,0.41112965,0.426739438,0.442013875,0.456958752,0.471580048,0.485883897,0.499876556,0.513564373,0.526953761,0.540051171,0.55286307,0.56539592,0.577656162,0.589650195,0.601384365,0.612864954,0.624098164,0.635090111,0.645846813,0.65637419,0.666678054,0.676764101,0.686637912,0.696304951,0.705770559,0.71503995,0.724118226,0.73301035,0.741721173
0,0.022453782,0.044587167,0.06639215,0.087861676,0.108989635,0.129770864,0.150201123,0.170277079,0.189996272,0.209357091,0.228358725,0.247001131,0.265284981,0.283211623,0.300783027,0.318001739,0.334870831,0.351393854,0.36757479,0.383418003,0.398928201,0.414110388,0.428969821,0.443511982,0.457742533,0.471667286,0.485292172,0.498623215,0.511666498,0.524428151,0.536914316,0.54913114,0.561084748,0.572781236,0.584226646,0.595426967,0.606388111,0.617115917,0.62761613,0.637894409,0.647956303,0.657807264,0.667452634,0.676897645,0.686147408,0.695206929,0.704081093,0.712774667,0.721292303
0,0.021797424,0.043286001,0.064458159,0.085307221,0.105827405,0.126013815,0.145862431,0.165370084,0.184534432,0.203353928,0.221827787,0.239955944,0.257739011,0.275178239,0.29227547,0.309033092,0.325453989,0.341541506,0.357299394,0.372731773,0.387843088,0.40263807,0.417121696,0.43129916,0.445175825,0.45875721,0.472048945,0.485056751,0.49778642,0.510243779,0.522434681,0.534364985,0.54604053,0.557467132,0.568650567,0.579596553,0.590310747,0.600798731,0.61106601,0.621118,0.630960026,0.640597314,0.65003499,0.659278073,0.668331484,0.677200024,0.685888394,0.694401183,0.702742866
0,0.021321444,0.042343099,0.063057651,0.083458641,0.103540467,0.123298375,0.142728451,0.161827596,0.180593505,0.199024634,0.217120171,0.234879996,0.252304642,0.269395257,0.286153557,0.302581786,0.318682671,0.334459377,0.349915473,0.36505488,0.37988184,0.39440087,0.408616731,0.422534396,0.436159009,0.449495863,0.462550365,0.475328017,0.487834386,0.500075085,0.512055753,0.523782036,0.53525957,0.546493969,0.55749081,0.568255619,0.578793869,0.589110963,0.599212229,0.60910291,0.618788166,0.628273068,0.637562587,0.646661594,0.655574863,0.664307065,0.67286276,0.681246411,0.689462375
0,0.020959283,0.041626408,0.0619942,0.082056313,0.101807226,0.121242243,0.140357475,0.159149827,0.177616972,0.195757323,0.213570004,0.231054811,0.248212178,0.265043136,0.281549274,0.297732693,0.313595969,0.329142111,0.34437452,0.359296947,0.373913455,0.388228387,0.402246323,0.415972053,0.429410543,0.442566903,0.455446363,0.468054251,0.480395957,0.492476925,0.504302629,0.515878548,0.527210164,0.538302932,0.549162279,0.559793589,0.570202191,0.580393348,0.590372256,0.600144036,0.609713722,0.619086264,0.628266516,0.637259243,0.646069114,0.65470069,0.663158442,0.671446733,0.679569829
