2.900090474	2.879637343	2.858674067	2.837238365	2.815368742	2.793104219	2.770484006	2.747547233	2.72433269	2.700878549	2.677222186	2.653399944	2.629446983	2.605397117	2.581282699	2.557134539	2.532981819	2.508852047	2.484771025	2.460762846	2.436849916	2.413052934	2.389390975	2.365881509	2.342540443	2.319382221	2.296419841	2.273664963	2.251127952	2.228817976	2.206743044	2.184910125	2.163325179	2.141993237	2.120918477	2.10010429	2.079553324	2.059267557	2.039248365	2.019496542	2.00001238	1.980795699	1.961845899	1.943162006	1.924742687	1.906586319	1.888690984	1.871054542	1.853674614	1.83654865
2.84343369	2.823386985	2.802853364	2.781869155	2.760471386	2.738697523	2.716585183	2.694171876	2.67149474	2.648590338	2.625494409	2.602241725	2.578865904	2.555399287	2.531872809	2.508315933	2.484756565	2.461221021	2.437734008	2.414318585	2.390996212	2.367786735	2.344708437	2.321778083	2.299010956	2.276420933	2.254020518	2.231820941	2.209832197	2.188063127	2.166521484	2.145213997	2.124146456	2.103323752	2.082749957	2.062428385	2.042361647	2.022551703	2.002999914	1.983707118	1.964673644	1.945899373	1.927383775	1.909125954	1.891124684	1.873378438	1.855885416	1.838643593	1.82165072	1.804904372
2.759167534	2.739724928	2.719828683	2.699513102	2.678813088	2.657763886	2.636400825	2.614759088	2.592873466	2.570778191	2.548506701	2.52609151	2.503564048	2.480954534	2.458291888	2.435603648	2.412915909	2.390253282	2.36763888	2.345094299	2.322639644	2.300293517	2.278073078	2.255994081	2.234070891	2.212316573	2.19074291	2.169360507	2.148178816	2.1272062	2.106450021	2.085916686	2.065611708	2.045539773	2.025704789	2.006109947	1.986757791	1.967650241	1.948788667	1.930173922	1.911806393	1.893686032	1.875812417	1.858184761	1.840801978	1.823662674	1.806765211	1.790107733	1.773688161	1.757504249
2.521847373	2.504121208	2.486026871	2.467593306	2.448849815	2.429825824	2.410550725	2.391053671	2.371363431	2.351508218	2.331515563	2.311412191	2.291223907	2.27097553	2.2506908	2.230392325	2.210101545	2.189838701	2.169622827	2.149471736	2.129402018	2.109429097	2.089567202	2.069829428	2.050227773	2.030773163	2.011475497	1.992343712	1.973385805	1.954608899	1.936019284	1.917622471	1.89942323	1.881425655	1.863633192	1.846048701	1.828674489	1.811512339	1.79456358	1.777829099	1.761309391	1.745004588	1.728914481	1.713038564	1.697376066	1.681925952	1.666686982	1.651657689	1.636836451	1.622221476
2.466927558	2.4496068	2.431935829	2.41394242	2.395654643	2.377100676	2.358308631	2.33930636	2.320121354	2.300780535	2.281310189	2.261735809	2.242082018	2.22237249	2.202629864	2.182875717	2.163130498	2.143413538	2.123742998	2.104135889	2.084608078	2.065174288	2.045848143	2.026642174	2.007567865	1.988635689	1.969855154	1.951234823	1.932782388	1.914504707	1.896407831	1.878497076	1.860777062	1.843251735	1.825924462	1.808798003	1.791874617	1.775156069	1.758643657	1.742338288	1.726240468	1.710350364	1.694667816	1.679192376	1.663923335	1.648859733	1.634000409	1.619343996	1.604888958	1.590633595
2.33352319	2.317215377	2.300597697	2.283695155	2.266532946	2.249136323	2.231530416	2.21374011	2.195789903	2.177703798	2.159505194	2.141216785	2.122860485	2.104457355	2.086027551	2.067590284	2.049163789	2.030765277	2.012410975	1.994116074	1.975894767	1.957760239	1.93972472	1.921799457	1.903994799	1.886320192	1.868784219	1.851394653	1.834158474	1.817081934	1.800170571	1.783429259	1.766862249	1.750473219	1.73426528	1.718241042	1.702402651	1.686751795	1.671289766	1.65601747	1.640935475	1.626044035	1.611343098	1.596832353	1.582511252	1.568379021	1.554434675	1.540677077	1.527104896	1.51371668
2.261107719	2.245378214	2.229358351	2.213071674	2.196541888	2.179792708	2.162847739	2.145730335	2.128463483	2.111069691	2.093570906	2.075988412	2.058342755	2.0406537	2.022940165	2.005220181	1.987510866	1.969828415	1.952188081	1.934604156	1.917090017	1.899658102	1.882319945	1.86508618	1.847966594	1.830970132	1.814104944	1.797378415	1.780797195	1.764367235	1.748093837	1.731981665	1.716034812	1.700256813	1.684650695	1.669218987	1.653963798	1.638886786	1.623989254	1.609272128	1.594736022	1.580381227	1.566207772	1.552215427	1.538403738	1.524772018	1.511319411	1.498044878	1.484947222	1.472025108
2.194910127	2.179742396	2.164300048	2.148605305	2.132680529	2.116548097	2.100230253	2.083749014	2.067126048	2.050382572	2.033539283	2.016616249	1.999632865	1.982607776	1.965558851	1.948503137	1.931456822	1.914435232	1.897452813	1.880523127	1.863658863	1.846871847	1.830173045	1.813572592	1.797079831	1.7807033	1.764450806	1.748329425	1.732345539	1.716504896	1.700812596	1.685273165	1.669890577	1.654668272	1.639609212	1.624715906	1.609990424	1.595434451	1.581049293	1.566835922	1.552794999	1.538926893	1.525231701	1.511709279	1.498359257	1.485181075	1.472173965	1.459337008	1.446669132	1.434169114
2.146868682	2.132144374	2.117154962	2.101921707	2.086466032	2.070809335	2.054972923	2.038977873	2.022844952	2.006594497	1.990246338	1.973819733	1.957333297	1.94080494	1.924251837	1.907690382	1.891136163	1.874603945	1.85810765	1.841660386	1.825274402	1.808961141	1.792731225	1.776594484	1.760559982	1.744636035	1.728830242	1.7131495	1.697600061	1.682187539	1.666916949	1.651792753	1.636818862	1.621998698	1.607335204	1.592830884	1.578487831	1.564307755	1.550292009	1.536441612	1.522757274	1.509239429	1.495888257	1.482703692	1.469685441	1.456833029	1.444145793	1.431622893	1.419263357	1.407066071
2.110276473	2.095928276	2.081320387	2.066473347	2.051407826	2.036144525	2.020704049	2.005106783	1.989372832	1.973521906	1.957573229	1.941545486	1.925456756	1.909324449	1.893165261	1.876995158	1.860829329	1.844682169	1.828567284	1.812497473	1.796484733	1.780540264	1.764674485	1.748897058	1.733216888	1.71764217	1.702180398	1.686838382	1.671622324	1.656537783	1.641589749	1.626782674	1.612120461	1.597606558	1.583243918	1.569035083	1.554982191	1.541087002	1.527350914	1.513775015	1.50036009	1.487106639	1.474014914	1.46108492	1.448316461	1.435709143	1.42326237	1.410975409	1.398847359	1.386877203
