3.710431707	3.707711333	3.70343852	3.697573912	3.690087205	3.680958164	3.670177507	3.657747573	3.643682694	3.628009343	3.610765916	3.592002243	3.571778816	3.550165737	3.527241492	3.503091502	3.477806681	3.451481843	3.424214226	3.396102047	3.367243141	3.337733793	3.307667738	3.277135241	3.246222454	3.215010905	3.183577091	3.151992297	3.120322448	3.088628137	3.056964678	3.025382268	2.993926173	2.962636989	2.931550884	2.900699866	2.870112097	2.839812165	2.809821361	2.780157959	2.750837499	2.721872997	2.693275213	2.665052861	2.637212813	2.60976029	2.582699037	2.556031477	2.529758894	2.503881484
3.641118801	3.63837558	3.634134972	3.628360432	3.621024013	3.612107277	3.601602131	3.589511377	3.575849098	3.560640728	3.543922883	3.525742888	3.506158048	3.485234714	3.463047093	3.439675987	3.415207404	3.389731109	3.363339269	3.33612507	3.308181489	3.279600191	3.250470537	3.220878774	3.190907389	3.160634595	3.130133957	3.099474192	3.068718988	3.037927043	3.007152086	2.976442999	2.945844007	2.915394855	2.885131097	2.8550843	2.825282335	2.795749623	2.766507429	2.737574089	2.708965266	2.680694199	2.652771914	2.625207424	2.598007965	2.571179116	2.544725037	2.518648559	2.492951357	2.467634124
3.536721814	3.533945739	3.529752958	3.524110931	3.516995037	3.508389419	3.498287624	3.48669315	3.473619705	3.459091288	3.443141991	3.425815606	3.407164961	3.387251079	3.366142142	3.343912387	3.320640844	3.29641009	3.271305013	3.245411587	3.218815804	3.191602582	3.163854969	3.135653329	3.10707472	3.078192496	3.049075842	3.019789606	2.990394127	2.960945201	2.931494111	2.9020877	2.872768521	2.843575001	2.814541644	2.785699272	2.757075208	2.728693563	2.700575447	2.672739196	2.64520061	2.617973149	2.591068178	2.564495111	2.538261628	2.512373835	2.486836421	2.461652797	2.436825234	2.412354994
3.233275312	3.230415618	3.226358634	3.221081895	3.214569187	3.206811029	3.197805119	3.187556624	3.176078331	3.163390648	3.149521428	3.134505665	3.118385035	3.101207268	3.083025485	3.063897359	3.043884313	3.02305063	3.001462543	2.979187423	2.956292999	2.93284654	2.908914256	2.88456071	2.859848303	2.834836888	2.809583467	2.784141952	2.758562994	2.732893896	2.70717864	2.681457776	2.655768609	2.630145198	2.604618549	2.579216695	2.553964853	2.528885609	2.503999078	2.479323006	2.454873049	2.430662847	2.406704193	2.38300721	2.359580457	2.336431104	2.313565028	2.290986931	2.268700486	2.246708387
3.160693496	3.157816702	3.153791773	3.148598349	3.142221934	3.134654373	3.125894195	3.115946919	3.104825115	3.092548454	3.079143506	3.064643449	3.049087662	3.032521141	3.014993876	2.996560127	2.977277637	2.957206833	2.936410052	2.914950699	2.892892587	2.870299196	2.847233051	2.823755252	2.799924928	2.775798923	2.751431447	2.726873904	2.702174675	2.677379066	2.652529252	2.62766428	2.602820116	2.57802971	2.553323114	2.528727603	2.504267776	2.479965746	2.455841249	2.431911826	2.408192956	2.384698194	2.361439359	2.338426614	2.31566866	2.293172807	2.270945132	2.248990595	2.227313066	2.205915564
2.979253083	2.976338774	2.972393554	2.967401791	2.961352897	2.954241621	2.946068412	2.936839485	2.92656697	2.915268809	2.902968675	2.889695656	2.875483936	2.860372341	2.844403815	2.82762484	2.810084826	2.791835469	2.772930121	2.753423142	2.733369321	2.712823319	2.691839147	2.670469743	2.648766553	2.626779234	2.604555374	2.582140291	2.559576863	2.536905468	2.514163888	2.491387308	2.468608332	2.44585703	2.423161	2.400545454	2.378033304	2.355645329	2.333400184	2.311314619	2.289403552	2.267680204	2.246156216	2.22484175	2.203745615	2.182875401	2.162237519	2.141837335	2.121679264	2.10176686
2.876507038	2.873574758	2.869674248	2.864792264	2.858920151	2.852054143	2.84419558	2.83535105	2.825532395	2.814756715	2.803046227	2.790427947	2.77693345	2.762598467	2.747462404	2.73156783	2.714959943	2.697686023	2.679794848	2.661336166	2.642360139	2.622916883	2.603055978	2.582826114	2.562274683	2.54144755	2.520388758	2.499140346	2.477742207	2.456232017	2.43464511	2.413014507	2.391370904	2.369742709	2.348156077	2.326634979	2.305201322	2.283874983	2.262673962	2.241614449	2.220710945	2.199976373	2.17942217	2.159058398	2.138893849	2.118936133	2.099191767	2.079666293	2.060364318	2.041289616
2.778348947	2.775401461	2.771542978	2.766762334	2.761052555	2.754411149	2.746840245	2.738346708	2.728942174	2.718642968	2.707470006	2.695448524	2.682607836	2.668980956	2.654604197	2.639516711	2.623760033	2.607377529	2.590414006	2.572915107	2.554926926	2.536495519	2.517666537	2.49848485	2.478994238	2.459237105	2.439254284	2.419084799	2.398765832	2.378332514	2.357817936	2.33725307	2.316666806	2.296085942	2.27553525	2.25503751	2.23461358	2.214282477	2.1940615	2.173966241	2.154010743	2.134207582	2.114567935	2.095101702	2.075817579	2.05672316	2.037825	2.019128716	2.000639057	1.982359958
2.702984446	2.700026286	2.696199149	2.69149332	2.685903025	2.679426652	2.672066879	2.663830787	2.654729825	2.644779789	2.634000701	2.622416514	2.610054952	2.596947128	2.583127171	2.568631828	2.553500026	2.537772429	2.521490932	2.504698336	2.487437797	2.469752496	2.451685244	2.433278173	2.41457243	2.39560793	2.376423138	2.357054925	2.337538403	2.317906868	2.298191696	2.278422356	2.258626348	2.238829267	2.2190548	2.199324793	2.179659307	2.160076678	2.140593594	2.121225184	2.101985109	2.082885605	2.063937646	2.045150942	2.026534092	2.008094615	1.989839053	1.971773064	1.953901428	1.936228198
2.64149645	2.638529909	2.634727222	2.630079794	2.624582767	2.618235171	2.611040121	2.603004843	2.594140661	2.584462976	2.573991096	2.562748057	2.55076037	2.538057715	2.524672574	2.510639882	2.4959966	2.480781305	2.46503377	2.44879455	2.432104599	2.415004891	2.397536069	2.379738164	2.361650282	2.34331041	2.324755198	2.306019795	2.287137735	2.268140841	2.249059153	2.229920918	2.210752553	2.191578662	2.172422069	2.153303856	2.134243417	2.115258503	2.096365327	2.077578598	2.058911633	2.040376407	2.021983659	2.003742939	1.985662717	1.967750448	1.95001263	1.932454902	1.915082085	1.897898269
